,,,-,,,,,,,,,,,,,,,,,,,,,Hidden Rows >>,,,,Card 1,,,,,Card 2,,,,,Card 3,,,,,Card 4,,,,
,Round 1,,Match 1,,Tee Time:,12:30,,,Match 2,,Tee Time:,12:40,,,Match 3,,Tee Time:,12:50,,,Match 4,,Tee Time:,1:00,,,Game:,Title,Tm 1,Tm 2,Oper 1,Oper 2,Title,Tm 1,Tm 2,Op 1,Op 2,Title,Tm 1,Tm 2,Op 1,Op 2,Title,Tm 1,Tm 2,Op 1,Op 2
,GVSU Meadows - Blue,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,Column # 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
,2-Man Best Ball,,TJSC,15,VS,CuzNick,9,,R-Mac,12,VS,Andy,9,,KJ,10,VS,House,12,,Telly,7,VS,Jensen,9,,2-Man Best Ball,Match 1,Drivers,Irons,VS,,Match 2,Drivers,Irons,VS,,Match 3,Drivers,Irons,VS,,Match 4,Drivers,Irons,VS,
,"4 Points per Match - 1 Front, 1 Back, 2 Overall",,Joe O,17,,Saugy,36,,T-Mo,13,,Pace,11,,Weezy,15,,Carp,19,,Hile,28,,DK,15,,Singles Matches,Matches 1 & 2,Drivers,Irons,VS,VS,Matches 3 & 4,Drivers,Irons,VS,VS,Matches 5 & 6,Drivers,Irons,VS,VS,Matches 7 & 8,Drivers,Irons,VS,VS
,,,-,,,,,,,,,,,,,,,,,,,,,,,,Pinehurst,Match 1,Drivers,Irons,VS,,Match 2,Drivers,Irons,VS,,Match 3,Drivers,Irons,VS,,Match 4,Drivers,Irons,VS,
,Round 2,,Matches 1 & 2,,Tee Time:,8:26,,,Matches 3 & 4,,Tee Time:,8:35,,,Matches 5 & 6,,Tee Time:,8:44,,,Matches 7 & 8,,Tee Time:,8:53,,,Team Best Ball,Group 1,Irons,Irons,,,Group 2,Irons,Irons,,,Group 3,Drivers,Drivers,,,Group 4,Drivers,Drivers,,
,Ravines GC - White,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,2-Man Hi Lo,Match 1,Drivers,Irons,VS,,Match 2,Drivers,Irons,VS,,Match 3,Drivers,Irons,VS,,Match 4,Drivers,Irons,VS,
,Singles Matches,,Telly,2,VS,CuzNick,4,,Weezy,10,VS,Pace,6,,KJ,5,VS,Jensen,5,,Joe O,13,VS,Carp,14,,Shamble,Match 1,Drivers,Irons,VS,,Match 2,Drivers,Irons,VS,,Match 3,Drivers,Irons,VS,,Match 4,Drivers,Irons,VS,
,"3 Points per Match - 1 Front, 1 Back, 1 Overall",,R-Mac,7,VS,Andy,5,,T-Mo,9,VS,House,7,,TJSC,10,VS,DK,10,,Hile,23,VS,Saugy,30,,2-Man Scramble,Match 1,Drivers,Irons,VS,,Match 2,Drivers,Irons,VS,,Match 3,Drivers,Irons,VS,,Match 4,Drivers,Irons,VS,
,,,-,,,,,,,,,,,,,,,,,,,,,,,,2-Man Tilt,Match 1,Drivers,Irons,VS,,Match 2,Drivers,Irons,VS,,Match 3,Drivers,Irons,VS,,Match 4,Drivers,Irons,VS,
,Round 3,,Match 1,,Tee Time:,2:06,,,Match 2,,Tee Time:,2:15,,,Match 3,,Tee Time:,2:24,,,Match 4,,Tee Time:,2:33,,,,,,,,,,,,,,,,,,,,,,,
,Ravines GC - White,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,Drivers,HC,,Irons,HC,,,,,,,,,,,,,,,,,,,,,,
,2-Man Tilt,,T-Mo,9,VS,Andy,5,,KJ,5,VS,CuzNick,4,,Telly,2,VS,Jensen,5,,R-Mac,7,VS,Pace,6,,,,,,,,,,,,,,,,,,,,,,
,4 Points per Match - 4 Overall,,TJSC,10,,House,7,,Joe O,13,,DK,10,,Weezy,10,,Carp,14,,Hile,23,,Saugy,30,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 4,,Group 1,,Tee Time:,10:00,,,Group 2,,Tee Time:,10:10,,,Group 3,,Tee Time:,10:20,,,Group 4,,Tee Time:,10:30,,,,Card 1,,,,,Card 2,,,,,Card 3,,,,,Card 4,,,,
,American Dunes - Freedom/WH,,Irons,HC,,Irons,HC,,Drivers,HC,,Drivers,HC,,Irons,HC,,Irons,HC,,Drivers,HC,,Drivers,HC,,Full Cards:,Title,Tm 1,Tm 2,Oper 1,Oper 2,Title,Tm 1,Tm 2,Op 1,Op 2,Title,Tm 1,Tm 2,Op 1,Op 2,Title,Tm 1,Tm 2,Op 1,Op 2
,Team Best Ball,,Jensen,8,,CuzNick,8,,Telly,6,,Weezy,14,,Pace,9,,Andy,8,,KJ,8,,R-Mac,9,,Column # 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
,"1 Pt/Hole Front, 2 Pt/Hole Back",,House,10,,DK,12,,TJSC,13,,Joe O,15,,Carp,18,,Saugy,34,,T-Mo,11,,Hile,26,,GVSU Meadows - Blue,Match 1,TJSC,Joe O,CuzNick,Saugy,Match 2,R-Mac,T-Mo,Andy,Pace,Match 3,KJ,Weezy,House,Carp,Match 4,Telly,Hile,Jensen,DK
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravines GC - White,Matches 1 & 2,Telly,R-Mac,CuzNick,Andy,Matches 3 & 4,Weezy,T-Mo,Pace,House,Matches 5 & 6,KJ,TJSC,Jensen,DK,Matches 7 & 8,Joe O,Hile,Carp,Saugy
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravines GC - White,Match 1,T-Mo,TJSC,Andy,House,Match 2,KJ,Joe O,CuzNick,DK,Match 3,Telly,Weezy,Jensen,Carp,Match 4,R-Mac,Hile,Pace,Saugy
,,,,,,,,,,,,,,,,,,,,,,,,,,,American Dunes - Freedom/WH,Group 1,Jensen,House,CuzNick,DK,Group 3,Pace,Carp,Andy,Saugy,Group 2,Telly,TJSC,Weezy,Joe O,Group 4,KJ,T-Mo,R-Mac,Hile
