Round 1,,,Sundance - Blue,,,,,,,,,,,,,,,,,,,,,71.4,131,,,Round 1,,,Sundance - Blue,,,,,,,,,,,,,,,,,,,,,71.4,131,,,,,,,,
Joe O,12,,,4,5,5,4,5,6,6,6,4,5,7,4,4,3,6,5,5,5,45,44,89,77,89,,Joe O,12,Y,,3,4,4,4,5,5,5,5,4,4,6,4,3,3,6,4,4,4,39,38,77,yes,,7.5,8.4,0.0,4.0,7.0,5.0,2.0
Hile,14,,,6,6,6,5,3,5,5,7,5,5,6,4,4,4,5,6,6,6,48,46,94,80,94,,Hile,14,Y,,5,5,5,4,3,4,4,6,5,4,5,3,3,4,5,5,5,5,41,39,80,yes,,5.5,7.8,0.0,1.0,9.0,7.0,1.0
Weezy,15,,,4,4,7,4,3,5,5,8,4,5,5,4,4,5,6,6,4,6,44,45,89,74,89,,Weezy,15,Y,,3,3,6,3,2,4,4,7,4,4,4,3,3,5,6,5,3,5,36,38,74,yes,,9.5,10.0,0.0,7.0,5.0,3.0,3.0
,,$0 ,SK C,,,,,,,,,,,,,,,,,,,,,0,,,,,,$80 ,SK C,Saugy,,,Saugy,Weezy,,,Pace,DK,,,Saugy,,,,,Saugy,,,,7,,,,,288,,,,
,,,SK P,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CTP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round 3,,,The Wolverine - Blue,,,,,,,,,,,,,,,,,,,,,71.8,138,,,Round 3,,,The Wolverine - Blue,,,,,,,,,,,,,,,,,,,,,71.8,138,,,,,,,,
GROSS,,,Hole,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,OUT,IN,TOTAL,NET,ESC,,NET,,,Hole,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,OUT,IN,TOTAL,CHECK,,,,,,,,
,,$5,Handi,11,5,1,13,15,3,9,7,17,4,2,14,10,18,16,8,12,6,,,,,,,,,$5,Handi,11,5,1,13,15,3,9,7,17,4,2,14,10,18,16,8,12,6,,,,,,Net Pars,Match,,,,,
Player,H,SK G,Par,4,4,5,4,3,4,4,5,3,4,5,3,4,3,4,4,4,5,36,36,72,,,,Player,H,SK N,Par,4,4,5,4,3,4,4,5,3,4,5,3,4,3,4,4,4,5,36,36,72,,,or Better,Royale,Eagles+,Birdies,Pars,Bogies,Doubles+
Telly,4.5,,,4,4,5,3,2,4,4,4,2,6,6,3,5,4,4,4,4,4,32,40,72,67.5,72,,Telly,4.5,,,4,4,4,3,2,3,4,4,2,5,5,3,5,4,4,4,4,4,30,38,68,no,,11,8.9,0.0,7.0,8.0,3.0,0.0
KJ,4.5,,,4,4,5,3,2,4,4,4,2,6,6,3,5,4,4,4,4,4,32,40,72,67.5,72,,KJ,4.5,,,4,4,4,3,2,3,4,4,2,5,5,3,5,4,4,4,4,4,30,38,68,no,,11,8.9,0.0,7.0,8.0,3.0,0.0
CuzNick,5.1,,,4,5,4,4,4,4,4,5,2,3,6,4,4,4,4,5,5,5,36,40,76,70.9,76,,CuzNick,5.1,,,4,4,3,4,4,3,4,5,2,2,5,4,4,4,4,5,5,5,33,38,71,no,,8.5,6.9,2.0,2.0,9.0,5.0,0.0
R-Mac,5.1,,,4,5,4,4,4,4,4,5,2,3,6,4,4,4,4,5,5,5,36,40,76,70.9,76,,R-Mac,5.1,,,4,4,3,4,4,3,4,5,2,2,5,4,4,4,4,5,5,5,33,38,71,no,,8.5,6.9,2.0,2.0,9.0,5.0,0.0
House,5.9,,,5,4,5,4,3,4,4,6,3,3,4,3,4,3,4,4,4,4,38,33,71,65.1,71,,House,5.9,,,5,3,4,4,3,3,4,6,3,2,3,3,4,3,4,4,4,4,35,31,66,no,,11,9.1,2.0,4.0,10.0,2.0,0.0
